x                    y
5788.833067056153595 3437.387405973608111
3426.719424261626045 8799.763998314687342
4997.548821775131728 13443.947313583810683
5107.443218530081140 18462.607710882191896
9920.912889730345341 6547.961128049266335
10834.510398860837086 13001.037917077474049
10835.292762446819324 18579.525474428293819
14025.522701499294271 4516.414583718415088
15765.361207758274759 17104.630491830510437
18520.875774978347181 6692.271896637808823
16061.345948382904680 10524.325530143503784
19079.258747145417146 13863.112576449546395
