x                    y
3211.289878400778434 6772.225174745160075
2966.082514991691824 14163.228898691446375
3012.329394789506296 18395.374057160996017
6103.260505762063076 3874.560459027056822
6946.861382134508858 11648.681210280687083
7470.434256839490445 19688.247340304813406
10780.428161682350037 6450.689899423182396
8515.590284763307864 15549.241004970590438
13179.665428469837934 3000.022159097862641
13347.031104542231333 10045.818323505733133
12562.621862459473050 14079.273267005042726
12859.710660706972703 18550.875834782018501
16408.437202892950154 12948.187048524727288
17802.052322450977954 4702.159244732069965
19780.828551319755206 9754.258888937059965
18154.765187465316558 17131.781203869039018
