x                    y
4685.995071658592678 3150.046652472144160
3807.830480792846174 7121.763097838526846
4490.573173902414965 11464.382972293991770
3841.428122252788853 18912.176482142851455
8379.004590950567945 17126.538540821820789
10073.925797114945453 7552.972312802846318
9513.264059167595406 12449.597297152617102
11406.235039388648147 2923.578279284966811
12802.267891595613037 16483.495943576963327
15712.609970281064307 8370.348579223529669
16322.350473392449203 13001.835429024893529
15138.392265126531129 19796.266926840187807
18553.521510983984626 2990.175529787099549
19765.257186434089817 8674.548644536029315
17840.463291451931582 16775.443804049355094
