x                  y
69.046768065385535 66.700582872064658
49.825368625557459 144.320356661922062
96.574354655329344 266.956461603477351
62.495808404475397 346.163382189866070
64.440747458734748 422.600713292554929
66.957029849219694 497.775606682362195
61.193783119394894 643.498749140826817
56.256634727933786 774.779889938308770
54.634702772411217 847.906894479455900
64.538643809373198 967.939674979245979
83.255029804879555 1081.794555314211038
77.503510129967353 1232.653332454685824
146.314993836025678 78.642195159190365
107.079892070327034 184.713789575144745
141.079540267328525 454.530330083728700
107.579241971260430 576.822405559063213
107.912794149278270 697.389858851634813
132.551966827111016 858.093068656589821
145.227794930798837 932.795986855734441
104.736795740827077 1157.416258059382017
168.870927101454413 151.497961562497210
173.743415235518796 238.580217984370336
177.725295025173182 349.461003110162608
157.672385465448713 524.108900227545291
184.250070097211960 675.971156733874750
170.496129380218804 769.092360526497828
167.554414312132053 1000.140265850421770
155.231941256499113 1108.924250642152629
196.867377439804613 1224.167418114519705
235.464657370274153 129.419735407524342
214.921779347438303 423.866125062718652
229.616515655032174 534.150278750919483
212.189451960155964 606.546404642548282
205.861883748605123 845.190776612184777
222.801848883083380 937.147873975892594
238.028757166029493 1062.242123605476763
220.480517459439625 1148.529635908019372
262.642893408149973 61.705633906800315
253.000475864569978 264.812159556834274
277.915069283886453 364.550434897363573
287.711620385606693 452.092393893193616
254.336034689489736 679.965324505315380
260.156598546669727 750.119050632021867
275.562765960281467 827.037457097343236
289.439242108138899 1134.385995835510130
264.563243003973071 1204.947342208840155
332.759608988343643 59.982212066310510
304.340326251282022 152.982021051081745
329.407440151654953 269.408902886934186
313.584134455227911 517.834050506727976
313.255815463810620 640.008845796338846
338.821888764412563 763.424260563856251
340.647986691759741 853.041698751108129
302.514055005033129 923.305231518407595
306.018118901956029 1043.480497003762594
335.983759121444507 1187.281515652560529
366.145972113205801 194.196141242067313
350.243002196969655 336.597582942735187
353.385131214470334 426.039020187064352
394.953423639112145 504.772720401960555
367.400532482601307 575.770583409389019
365.833108879830093 688.869404495262756
373.196785161915955 945.535727297214976
395.109042221060577 1051.996362843509132
357.334244776647836 1114.466123815381934
411.051100330910913 49.637771826208152
402.005153480367198 122.960567657157398
433.019075041743235 334.458046158929449
424.812282585935577 407.537554302759986
416.639046241427991 638.183962118800991
399.476383561136288 805.811887530009358
411.659148652944168 880.155706207238381
417.246928710757743 1226.168577157591017
477.499796297609805 153.705925880725147
449.825464307539164 234.319833692599502
484.861792121739313 516.070878365917338
460.111486795483188 581.814134961319496
461.455826010993292 709.855153656254743
482.674077612620977 782.746505404074696
491.498230484157034 872.240689004388059
488.782794461031358 946.802225284273959
469.407929635874098 1024.892063377611748
473.025130089169124 1162.956287031349348
504.713721264850051 63.845977966173095
519.730701992949321 217.177246256114756
501.458621521067698 317.455352295530190
497.603662835423506 401.653209130874870
537.325980252742397 565.691552820881043
514.900937025207327 632.346361670815327
540.892770030991869 708.504368364350171
507.681748740826720 1090.353005422715114
498.598655664621106 1233.183678283575773
591.889843881412730 61.395043127311808
587.200377918420145 172.881543549100400
569.752163699511698 446.627144456437463
561.974924906799288 797.239602069009038
572.293544047960950 921.774916284668393
552.781047536275082 990.108880503521846
571.081302577063639 1121.058920884889858
553.708361779230927 1189.978039584763110
613.828573276584166 276.332097092535889
600.201997192308795 371.643588705018374
598.790648236869401 510.671294792930439
601.271890757244591 600.903940898597966
604.507122727613933 671.532054969877549
627.482713519732442 875.472023755439864
628.354991568754940 1061.241407114846197
618.529733331683246 1232.565606633578000
691.711820945694285 56.434258446742248
644.010449634218958 108.915791017441066
663.421281660351610 195.517387064273464
665.253559193704291 324.924553608887720
646.493993977889431 427.144953658082727
679.344020202927140 489.652071029746935
669.699619966603905 561.256356131488701
691.360576672470529 656.736740863774230
659.689666865191725 720.238779443084695
650.286542645791428 803.841771431307961
655.113410393301592 988.272002638969184
665.943210381356266 1152.671313315073576
708.495956876833134 258.083708280215660
734.733847091708412 337.155636922253677
735.511076478180598 721.559584931025256
699.104910218570126 928.178336783113878
717.473146861363148 1027.344981925667526
710.655677855050271 1097.756039946560804
697.957045984640217 1231.211162999149110
743.864681115642725 105.153375892812463
757.776395049241955 190.254666894434422
760.499016248557723 411.648158009889755
745.199648437888641 516.625392629966541
746.885054618603590 597.341694085702784
755.911366452644529 788.857813527937424
759.337732484877506 881.715280305271790
769.972855597644866 978.129195431259973
773.491173477583857 1169.898059295805979
805.452398297868854 71.853741332792069
793.050721921682111 297.697214477291482
832.388664841522882 440.980983881566090
820.213777649794451 527.243755420318735
826.739505418939530 631.857430408148730
802.215182308839871 699.493324416768019
826.416487777953080 778.079865346304814
837.341322299190665 885.144992162125845
806.137745638767115 1044.716783488026977
832.458486855759020 1229.343992330730771
857.692519111988759 118.955752459346328
844.551763274638574 232.735965993272544
889.376731180673232 286.510419669344742
864.385943922785145 361.128565752583995
877.835747221118822 572.053383521018077
870.883976178060152 722.893806332455711
854.482791364331433 981.750537577681712
868.855621421358933 1077.109541709136920
849.095453450341324 1157.220152284713549
935.726996703970713 62.219418243640192
931.315431707593348 136.898617169049771
921.019465991956622 217.184749874609508
934.476670941398766 434.881394810900247
900.857777365129664 504.345681106380766
938.779685202932910 695.031789422494626
899.480061538923451 808.492384784602223
922.881873816307916 877.179926370826365
938.558212503450136 1012.070734155409014
902.805005355047342 1207.133866812701626
