x                   y
575.440510813316109 751.539427527858948
557.659948983394429 1502.054709702213586
398.186332689924598 2283.165733893651122
384.275899120093413 3001.263260854625514
388.099004923784719 3515.659760255295168
597.374739151670497 4120.472841622005035
672.631479047910602 4918.024787230023321
400.480482561139183 5354.286859231372546
403.979268296787836 5885.791357058494214
489.573573759497890 6453.755848885802152
370.331396292014119 7117.748035865993188
390.286748821220613 7697.270045395579473
492.305734276301905 9336.002820197843903
573.422691366898903 9985.134427521326870
556.419035403228577 10848.292925206173095
459.345267095988561 11386.655665255097119
362.029660578133530 12159.878468950768365
1017.428333419675141 2263.101036726545772
999.090435876738525 3128.874423903926072
1007.019233437071648 5781.691395176029800
999.128424986758432 6285.925204174921419
909.281446396153228 6879.204970145548032
816.342616420350282 7395.960563123086104
766.084080005080182 8206.633681333940331
708.547604949331685 8821.777170854045835
942.639229195865369 9637.499930373000097
796.446072162276209 11788.498987980770835
903.406969566735256 12365.462327853512761
1147.339034404659287 750.720882768734896
1082.595751093682338 1370.121251670862875
1224.082166887581025 3646.046642514965697
1298.619105290753396 4185.913220059066589
1394.305586658567790 4685.090089279201493
1085.205244814158050 5239.807511726583471
1408.880081370603421 6762.888331284434571
1235.635407132426735 7685.278423606273464
1089.875372249573957 10170.423146729728614
1383.702936477724506 10602.717383484394304
1095.950909635205335 11357.471616833421649
1314.760829863305844 11925.411010053599966
1534.668146657818852 1093.008350190698366
1722.841108953984531 1576.051517722436984
1544.618770937603585 2063.021281181102040
1464.167287961997317 2591.855668298314413
1716.086371069959569 3134.167278375145088
1515.126842009241955 5694.072498467979131
1538.056836654588551 6206.790786759674120
1760.457000134771079 7723.937950204849585
1578.769369733084204 8266.786512655768092
1431.445765674069662 8918.956506792967048
1731.725012093986152 9328.113138651375266
1547.559113899233580 9832.234833827815237
1694.479928822288002 11413.467440276665002
1684.562311690645402 12340.986449268590150
1889.074461100869485 496.000110606063458
2034.124776946862312 2346.606127088719404
1847.954166798930146 3787.613581390522540
1833.242994135730441 4375.672222393179254
1828.160933714700604 5056.261603863309574
2116.868343134844508 5472.988638607380381
1900.327737288575918 6557.155033052662475
1825.531957751315076 7163.654434337830935
2043.090320932823943 8458.234562790908967
1793.286419969480448 10277.068610239397458
2412.982737143185659 976.733805310775892
2262.374291232576979 1629.640431065815392
2446.484497909657421 2669.170613183016030
2403.681766154824800 3170.199169459795030
2283.313716530220063 4034.119639650077715
2307.554351635488274 4867.771263857402118
2254.544565293266260 6016.866984828137902
2239.618896919707367 7480.574910243553859
2263.073754624314006 7997.600194454146731
2234.862324806751985 8933.121263758976056
2160.429718300743843 9604.761112642238004
2295.334167927429462 10254.660215825528212
2154.642028021979513 10923.714244301550934
2331.154129270846170 11710.093390076031937
2449.918744682988290 12215.209720523063879
2503.051870143961878 419.937463509928079
2786.037177819664521 1455.492481203104035
2782.705239534812790 1975.757820772524155
2612.759733680800309 3644.737877468275201
2589.529998112238900 4430.113763480216221
2762.302676547125429 5152.402984897641545
2611.372458289317365 5659.539791006347514
2490.708853416140300 6556.150583852836462
2616.631320608868009 7135.367939602684601
2661.903698648412956 8472.766044223311837
2810.420919732501716 11855.769778140806011
3064.809862821952265 454.706311710672367
2978.698329702403498 965.134786022737785
2961.879919482336845 2844.667137024234762
2974.372244125856014 4029.991444864297137
2924.205446705783288 6267.158019160258846
3119.525091383457493 6828.701593054370278
3146.300463332081563 7342.696559240928764
2835.018538146267474 7913.587269309667136
2875.126820061788294 9274.218267122469115
2876.438467131795278 9911.424500158032970
2953.422433438854114 10474.656390434576679
2944.504894432396668 10986.522387390226868
3282.236592603821919 1517.150240274746011
3347.809733061642419 2281.566061558025467
3406.164378876522733 3441.414360464633774
3479.171741153304083 4043.389487739652850
3419.746660924395201 4633.768398416472337
3206.344292133692306 5830.670581261943880
3410.717250385664101 7853.986617116260277
3249.975958057030311 8528.580080114199518
3424.610265778602752 9417.343114034596510
3412.665258340720811 10124.112174848569339
3422.589954576016225 10669.191018804413034
3381.848674542737626 11260.513171765194784
3314.868981242939753 11847.055426370738132
3185.890571419087792 12352.012672859289523
3546.009451880425786 899.950179706233371
3759.413733403811875 1709.474597201585311
3620.828897631250129 2954.264923719369563
3559.290850981987660 5354.698569385559495
3853.017091966340104 5895.806342100570873
3648.582894705275521 6654.409064648438289
3701.098609565778588 7417.357042716510477
3664.182535538534921 8824.793424538665931
3844.494031674416419 9813.602239095711411
3822.536254620831187 11694.438449850820689
3786.011084093318004 12227.776468336707694
4016.128142860023672 530.558071454140986
3906.727789264633884 2339.396468952030318
4121.720347818118171 3160.715357148037583
3933.247740299817906 3639.769737487092698
4081.247762224025337 4226.601042182238416
3916.939872971885507 4714.083433075353241
4185.489218065277782 5144.828809591778736
4188.700963376467371 6457.106235015465245
4044.459904082420053 6995.264865302239741
3972.814011077766281 7850.015899177079518
3972.221029150630329 8352.145010588710647
3893.460175958301534 10351.177582270764105
4106.039986556965232 10864.712029729347705
4261.296093237252535 1067.289473443401675
4347.613417169846798 1599.635335988793940
4447.160429679752269 2728.040714700736771
4558.006453455233896 3724.866427122180994
4349.773201093645184 5804.643558653088803
4495.037065795724629 7643.809846790000847
4448.159574444070131 8145.188599574747968
4354.001617580914171 8701.479805912276788
4373.935695965645209 9232.303331214990976
4502.879145663826421 9719.300561136995384
4564.336886770916863 10239.166747636883883
4425.732684195377260 11905.188905828155839
4605.637629366970032 627.585848879342052
4656.667291135546293 2008.231451791888048
4857.138693569097086 3249.913408382888520
4665.723320154841531 4646.968422924711376
4832.489200978634472 5174.121160464794229
4854.615149390054285 6539.490348221851491
4838.901184929543888 7079.107796347660951
4836.463092584947844 8511.866820847109921
4781.006852144845652 10696.344561379390143
4641.979934256713932 11183.184838208684596
4900.688352510015648 12332.011087463873992
5120.114757775674661 823.267590870850086
5111.697726807483377 1327.645600849736638
5026.979240441910406 2666.307809585576706
5284.418297663035446 3526.341922414947021
5143.575148321915549 4061.882178663715877
4961.072701229975792 5823.991399055090369
5178.703172671394896 7871.371265425080310
5198.194649626784667 9182.119940519645752
4999.957821520372818 9819.279168397764806
5232.925781896449735 11310.918404141686551
4964.357626339769013 11784.994119305612912
5326.968737396046890 356.755549569227810
5597.937357533096474 1191.795889091743902
5523.915912326855505 1926.925214137074363
5591.744940716803285 2422.311981151346572
5519.120958306359171 2917.082295543078089
5571.802808681720308 4384.533452353593930
5397.431628779199855 4900.962156830359163
5377.744806891440930 5502.661732932432642
5309.121108135854229 6231.557250305776506
5451.967714901837098 7006.374135898223358
5348.437422779672488 10569.575818330546099
5561.723267577897786 11850.860100461883121
5410.712994364190308 12363.397024642359611
5890.702370137688376 526.631136632254652
5839.837829459162094 3400.467369974417579
5930.810060873775001 3894.924139434066547
5997.208113913550733 4769.492474217308882
5839.750501610556967 5266.086487722143829
5717.208690102607761 5891.465295240791420
5753.630723308800043 6485.477762947753945
5748.771162778981306 7640.012332938601503
5750.425288754026042 8162.714191314796153
5666.311032312264615 8799.138290592791236
5856.745812253504482 9400.066568437758178
5730.384855323475676 9996.197243250269821
5843.373785898757887 10701.050864759718024
5826.197088957494088 11239.972689822016036
5913.224261518101230 12340.911700807211673
6139.073324915396370 1079.297160013703433
6350.086124946195014 1582.274897307921037
6244.715988037137322 2081.481376792907668
6052.308489952315540 2623.586934850321086
6353.399683189159077 5842.924184239269380
6208.216618810633008 7024.977429708777890
6278.600120636951033 7702.014163210803417
6166.483917714247582 8728.549186339856533
6190.431526793830926 9774.446101081241068
6308.445986712651575 10379.270441205751922
6189.864164291981069 11860.342332908423487
6392.933800959477594 443.495460926485862
6405.786081371512410 3116.546857820798778
6551.195867202485715 3654.123243016555989
6466.553170486865383 4278.393123770963030
6613.186778161775692 4792.851396793053027
6560.887689691347077 5338.450781907357850
6548.471870578708149 6448.755060641987257
6645.000181732510100 7271.731744721927498
6638.032310777842213 8482.351166528262183
6404.281148525406934 9264.525908620846167
